THANKSGIVING	B-ACONTECIMENTO_EFEMERIDE
ano	I-TEMPO_TEMPO_CALEND
regressa	O
à	O
Divisão	B-LOCAL_VIRTUAL
de	I-LOCAL_VIRTUAL
Honra	I-LOCAL_VIRTUAL
.	O
«	O
Há	O
muitas	O
dificuldades.	O
Mesmo	O
com	O
o	O
Mundial	B-ACONTECIMENTO_ORGANIZADO
,	O
só	O
iniciei	O
a	O
preparação	O
em	B-TEMPO_TEMPO_CALEND
Julho	I-TEMPO_TEMPO_CALEND
,	O
enquanto	O
os	O
colegas	O
começaram	O
em	B-TEMPO_TEMPO_CALEND
Maio	I-TEMPO_TEMPO_CALEND
,	O
e	O
isso	O
notou-se	O
»	O
,	O
explicou	O
com	O
alguma	O
mágoa.	O
Assim	O
,	O
o	O
jogo	O
com	O
a	O
Roménia	B-PESSOA_GRUPOMEMBRO
promete	O
trazer-nos	O
um	O
Cordeiro	B-PESSOA_INDIVIDUAL
mais	O
«	O
chorão	O
»	O
.	O
«	O
Vai	O
haver	O
choradeira	O
no	O
início	O
,	O
no	O
fim	O
,	O
o	O
tempo	O
todo	O
»	O
,	O
promete	O
,	O
bem-disposto	O
,	O
o	O
pilar	O
,	O
que	O
vai	O
«	O
continuar	O
na	O
Académica	B-ORGANIZACAO_INSTITUICAO
enquanto	O
der	O
gozo	O
»	O
.	O
Actualmente	O
é	O
de	O
570,6	B-VALOR_MOEDA
euros	I-VALOR_MOEDA
Espanha	B-ORGANIZACAO_ADMINISTRACAO
aumenta	O
salário	O
mínimo	O
para	O
600	B-VALOR_MOEDA
euros	I-VALOR_MOEDA
O	O
Governo	B-ORGANIZACAO_ADMINISTRACAO
socialista	O
espanhol	O
aprovou	O
hoje	B-TEMPO_TEMPO_CALEND
o	O
aumento	O
do	O
salário	O
mínimo	O
em	O
Espanha	B-LOCAL_HUMANO
,	O
fazendo-o	O
passar	O
dos	O
actuais	O
570,6	B-VALOR_MOEDA
euros	I-VALOR_MOEDA
para	O
600	B-VALOR_MOEDA
euros	I-VALOR_MOEDA
no	B-TEMPO_TEMPO_CALEND
próximo	I-TEMPO_TEMPO_CALEND
ano	I-TEMPO_TEMPO_CALEND
.	O
«	O
Aprovámos	O
o	O
decreto	O
que	O
estabelece	O
o	O
salário	O
mínimo	O
interprofissional	O
nos	O
600	B-VALOR_MOEDA
euros	I-VALOR_MOEDA
por	B-TEMPO_FREQUENCIA
mês	I-TEMPO_FREQUENCIA
,	O
com	O
efeito	O
a	B-TEMPO_TEMPO_CALEND
partir	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Janeiro	I-TEMPO_TEMPO_CALEND
»	O
,	O
anunciou	O
o	O
chefe	B-PESSOA_CARGO
do	I-PESSOA_CARGO
Governo	I-PESSOA_CARGO
,	O
José	B-PESSOA_INDIVIDUAL
Luís	I-PESSOA_INDIVIDUAL
Rodriguez	I-PESSOA_INDIVIDUAL
Zapatero	I-PESSOA_INDIVIDUAL
,	O
numa	O
conferência	O
de	O
imprensa	O
do	O
último	O
Conselho	B-ACONTECIMENTO_ORGANIZADO
de	I-ACONTECIMENTO_ORGANIZADO
Ministros	I-ACONTECIMENTO_ORGANIZADO
deste	B-TEMPO_TEMPO_CALEND
ano	I-TEMPO_TEMPO_CALEND
.	O
Este	O
aumento	O
foi	O
conseguido	O
graças	O
ao	O
acordo	O
com	O
os	O
sindicatos	O
e	O
o	O
patronato	O
acrescentou	O
Zapatero	B-PESSOA_INDIVIDUAL
,	O
que	O
afirmou	O
que	O
esse	O
valor	O
correspondia	O
às	O
suas	O
promessas	O
eleitorais	O
,	O
precisando	O
que	O
o	O
salário	O
mínimo	O
estava	O
nos	O
460	B-VALOR_MOEDA
euros	I-VALOR_MOEDA
em	B-TEMPO_TEMPO_CALEND
2004	I-TEMPO_TEMPO_CALEND
,	O
aquando	O
da	O
sua	O
ascensão	O
ao	O
poder.	O
O	O
chefe	O
do	O
governo	O
vai	O
disputar	O
um	O
segundo	O
mandato	O
de	O
quatro	O
anos	O
nas	O
eleições	O
legislativas	O
de	O
9	B-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Março	I-TEMPO_TEMPO_CALEND
,	O
e	O
salienta	O
frequentemente	B-TEMPO_FREQUENCIA
o	O
seu	O
balanço	O
económico	O
positivo.	O
Em	B-TEMPO_TEMPO_CALEND
Outubro	I-TEMPO_TEMPO_CALEND
,	O
Zapatero	B-PESSOA_INDIVIDUAL
prometeu	O
igualmente	O
aumentar	O
o	O
salário	O
mínimo	O
até	O
aos	O
800	B-VALOR_MOEDA
euros	I-VALOR_MOEDA
por	B-TEMPO_FREQUENCIA
mês	I-TEMPO_FREQUENCIA
em	O
caso	O
de	O
reeleição.	O
À	O
excepção	O
dos	O
antigos	O
países	O
do	O
bloco	O
de	O
leste	O
,	O
a	O
Espanha	B-LOCAL_HUMANO
é	O
um	O
dos	O
países	O
que	O
tem	O
o	O
salário	O
mínimo	O
mais	O
baixo	O
da	O
União	B-LOCAL_HUMANO
Europeia	I-LOCAL_HUMANO
,	O
juntamente	O
com	O
Portugal	B-LOCAL_HUMANO
,	O
Grécia	B-LOCAL_HUMANO
e	O
Malta	B-LOCAL_HUMANO
.	O
